Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00 1462564/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.01    0.13   42523/42523       LSSE3<float>::warp(Mat<float> const&, Mat<float> const&) [9]
[35]     1.9    0.01    0.13   42523         LSSE3<float>::proj(Mat<float> const&) [35]
                0.02    0.10   42523/254494      Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.00    0.01   42523/68891       void homogeneousNormalization<float>(Mat<float>*) [52]
-----------------------------------------------
                0.00    0.00      48/10898299     OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00      48/10898299     Mat<float>::Mat(int, int, char) [93]
                0.00    0.00     104/10898299     Mat<float>::swap(int, int, int, int) [87]
                0.00    0.00    1648/10898299     computeEpipolarLine2(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [43]
                0.00    0.00    3271/10898299     LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [66]
                0.00    0.00    3784/10898299     debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00    5066/10898299     initializeInvDM(Frame<float>*, float) [41]
                0.00    0.00    5430/10898299     main10() [2]
                0.00    0.00    6210/10898299     Mat<float> product<float>(Mat<float>*, Mat<float>*) [68]
                0.00    0.00   19259/10898299     Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00   19776/10898299     Mat<float> absM<float>(Mat<float> const&) [54]
                0.00    0.00   22897/10898299     Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00   35981/10898299     LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [6]
                0.00    0.00   43200/10898299     Mat<float> cv2Matp<float>(cv::Mat) [67]
                0.00    0.00   50560/10898299     Mat<float> pooling<float>(Mat<float>, Mat<float>, int) [32]
                0.00    0.00  109223/10898299     LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    0.00  127569/10898299     LSSE3<float>::retroproj(Mat<float> const&) [25]
                0.00    0.00  127596/10898299     Mat<float> expW<float>(Mat<float> const&) [22]
                0.00    0.00  186483/10898299     Mat<float> operatorL<float>(Mat<float> const&, Mat<float> const&) [21]
                0.00    0.00  206673/10898299     void homogeneousNormalization<float>(Mat<float>*) [52]
                0.00    0.00  265080/10898299     Mat<float> crossProduct<float>(Mat<float> const&) [50]
                0.00    0.00  299614/10898299     Mat<float> transpose<float>(Mat<float> const&) [46]
                0.01    0.00  530776/10898299     Mat<float> sum<float>(Mat<float> const&) [24]
                0.01    0.00  540161/10898299     Frame<float>::get(Mat<float> const&) [15]
                0.01    0.00  704562/10898299     Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
                0.01    0.00  733016/10898299     Mat<float> operator%<float>(Mat<float> const&, Mat<float> const&) [28]
                0.01    0.00  782536/10898299     Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.01    0.00 1008601/10898299     Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.01    0.00 1051810/10898299     Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.02    0.00 1669674/10898299     Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
                0.03    0.00 2337643/10898299     Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
[36]     1.9    0.14    0.00 10898299         Mat<float>::set(float, int, int) [36]
-----------------------------------------------
                0.00    0.00       8/486082      debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00      16/486082      main10() [2]
                0.01    0.01   50560/486082      Mat<float> pooling<float>(Mat<float>, Mat<float>, int) [32]
                0.01    0.01   85046/486082      LSSE3<float>::rigidMotion(Mat<float> const&, Mat<float> const&) [10]
                0.01    0.01   85064/486082      Mat<float> expMSIM3<float>(Mat<float> const&) [11]
                0.03    0.04  265388/486082      Frame<float>::get(Mat<float> const&) [15]
[37]     1.7    0.05    0.07  486082         Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
                0.03    0.00 1669674/206509790     Mat<float>::get(int, int) const [8]
                0.02    0.00 1669674/10898299     Mat<float>::set(float, int, int) [36]
                0.02    0.00  486082/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00  486082/56402520     Mat<float>::getLine() const [23]
                0.00    0.00 1010060/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00       8/58910234     debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00      57/58910234     Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00      61/58910234     initializeInvDM(Frame<float>*, float) [41]
                0.00    0.00      64/58910234     LSSE3<float>::energy(Mat<float>) [4]
                0.00    0.00     192/58910234     bool isnanM<float>(Mat<float>) [80]
                0.00    0.00     192/58910234     Mat<float> pooling<float>(Mat<float>, Mat<float>, int) [32]
                0.00    0.00     327/58910234     bool operator==<float>(Mat<float> const&, Mat<float> const&) [86]
                0.00    0.00     497/58910234     main10() [2]
                0.00    0.00    1888/58910234     LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    0.00    5112/58910234     cv::Mat Mat2cvp<float>(Mat<float>, Mat<float>, Mat<float>) [19]
                0.00    0.00    6542/58910234     Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00    7740/58910234     Mat<float> product<float>(Mat<float>*, Mat<float>*) [68]
                0.00    0.00   21424/58910234     float norme2<float>(Mat<float>) [62]
                0.00    0.00   39552/58910234     Mat<float> absM<float>(Mat<float> const&) [54]
                0.00    0.00   50592/58910234     float max<float>(Mat<float>) [60]
                0.00    0.00   68891/58910234     void homogeneousNormalization<float>(Mat<float>*) [52]
                0.00    0.00   88777/58910234     bool operator< <float>(Mat<float> const&, Mat<float> const&) [65]
                0.00    0.00  175226/58910234     float norme1<float>(Mat<float>) [48]
                0.00    0.00  263950/58910234     void transpose<float>(Mat<float>*) [49]
                0.00    0.00  350596/58910234     Mat<float> transpose<float>(Mat<float> const&) [46]
                0.00    0.00  581219/58910234     Mat<float>::copy(Mat<float> const&) [18]
                0.00    0.00  849664/58910234     Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.00    0.00  863706/58910234     Mat<float> operatorL<float>(Mat<float> const&, Mat<float> const&) [21]
                0.00    0.00  916270/58910234     Mat<float> operator%<float>(Mat<float> const&, Mat<float> const&) [28]
                0.00    0.00 1010060/58910234     Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
                0.00    0.00 1025110/58910234     Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.00    0.00 1061552/58910234     Mat<float> sum<float>(Mat<float> const&) [24]
                0.00    0.00 1253810/58910234     Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
                0.00    0.00 1462564/58910234     Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
                0.00    0.00 1810368/58910234     Mat<float>::Mat(Mat<float> const&) [13]
                0.01    0.00 2734504/58910234     Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.08    0.00 44259719/58910234     Mat<float>::Mat(Mat<float> const&, float, int, int, int, int) [12]
[38]     1.5    0.11    0.00 58910234         Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00       3/2291920     main10() [2]
                0.00    0.00       9/2291920     Mat<float> cv2Matp<float>(cv::Mat) [67]
                0.00    0.00      16/2291920     debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00      32/2291920     LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    0.00     114/2291920     Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00     210/2291920     Mat<float> product<float>(Mat<float>*, Mat<float>*) [68]
                0.00    0.00    4944/2291920     exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
                0.00    0.00    6542/2291920     Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00   19776/2291920     Mat<float> absM<float>(Mat<float> const&) [54]
                0.00    0.00   42523/2291920     LSSE3<float>::retroproj(Mat<float> const&) [25]
                0.00    0.00  132694/2291920     Frame<float>::get(Mat<float> const&) [15]
                0.00    0.00  132720/2291920     Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.01    0.00  175298/2291920     Mat<float> transpose<float>(Mat<float> const&) [46]
                0.01    0.00  183254/2291920     Mat<float> operator%<float>(Mat<float> const&, Mat<float> const&) [28]
                0.01    0.00  188271/2291920     Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.01    0.00  254284/2291920     Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.01    0.00  265388/2291920     Mat<float> sum<float>(Mat<float> const&) [24]
                0.01    0.00  399760/2291920     Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
                0.02    0.00  486082/2291920     Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
[39]     1.1    0.09    0.00 2291920         Mat<float>::Mat(int, int) [39]
-----------------------------------------------
                0.00    0.08       8/8           main10() [2]
[40]     1.0    0.00    0.08       8         debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.02    9888/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.02    1648/132694      Frame<float>::get(Mat<float> const&) [15]
                0.00    0.01    4944/254494      Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.00    0.01       8/24          void afficherMat<float>(std::string, Mat<float>*, Mat<float>*, Mat<float>*, bool, float) [47]
                0.00    0.00    1648/132720      Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.00    0.00    4944/399760      Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
                0.00    0.00    1648/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00   49936/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   14872/5101635     Mat<float>::~Mat() [27]
                0.00    0.00    1648/21424       float norme2<float>(Mat<float>) [62]
                0.00    0.00    3784/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00       8/188271      Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.00    0.00       8/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00       8/486082      Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
